id_tbc_variable,regional_key,primary_category,category_lv_1,category_lv_2,category_deepest,shipping_rate,start_date,end_date
NULL,011117000000,NULL,Mobiles & Tablets,Mobile Accessories,Docks & Stands,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,011105020000,NULL,Mobiles & Tablets,Mobile Accessories,SIM Tools,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,011120000000,NULL,Mobiles & Tablets,Mobile Accessories,Fashion Mobile Accessories,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,011301000000,NULL,Mobiles & Tablets,Tablet Accessories,Stylus Pens,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,011109000000,NULL,Mobiles & Tablets,Mobile Accessories,Phone Batteries,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,011128000000,NULL,Mobiles & Tablets,Mobile Accessories,Phone Camera Flash Lights,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020201000000,NULL,Computers & Laptops,Desktops Computers,All-In-One,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020205000000,NULL,Computers & Laptops,Desktops Computers,DIY,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020315000000,NULL,Computers & Laptops,Computer Accessories,Gadgets,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020316000000,NULL,Computers & Laptops,Computer Accessories,Surge Protector,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020317010000,NULL,Computers & Laptops,Computer Accessories,Basic,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020321120000,NULL,Computers & Laptops,Computer Accessories,PS/2 Cables,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020321170000,NULL,Computers & Laptops,Computer Accessories,SATA Cables,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020321180000,NULL,Computers & Laptops,Computer Accessories,eSATA Cables,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020321200000,NULL,Computers & Laptops,Computer Accessories,Cable Tester,69360,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020603020000,NULL,Computers & Laptops,Computer Components,Heatsinks,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020604000000,NULL,Computers & Laptops,Computer Components,Graphic Cards,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020606000000,NULL,Computers & Laptops,Computer Components,Motherboards,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020607000000,NULL,Computers & Laptops,Computer Components,Power Supply Units,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020609000000,NULL,Computers & Laptops,Computer Components,RAM,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020301000000,NULL,Computers & Laptops,Computer Accessories,Power Cord & Adaptors,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020704000000,NULL,Computers & Laptops,Network Components,Routers,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020706000000,NULL,Computers & Laptops,Network Components,Wireless USB Adapters,17340,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020708000000,NULL,Computers & Laptops,Network Components,Modems,34680,2017-12-11 00:00:00,9999-12-31 23:59:59
NULL,020709000000,NULL,Computers & Laptops,Network Components,Range extender,52020,2017-12-11 00:00:00,9999-12-31 23:59:59
