id_tbc_variable,regional_key,primary_category,category_lv_1,category_lv_2,category_deepest,shipping_rate,start_date,end_date
NULL,080804020000,NULL,Health & Beauty,Makeup,Lip Gloss,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080804050000,NULL,Health & Beauty,Makeup,Lipsticks,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080804050000,NULL,Health & Beauty,Makeup,Lipsticks,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080805050000,NULL,Health & Beauty,Makeup,Makeup Bags & Organizers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080805090000,NULL,Health & Beauty,Makeup,Tweezers & Razors,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080807000000,NULL,Health & Beauty,Makeup,Makeup Removers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080808020000,NULL,Health & Beauty,Makeup,Manicure Kits & Accessories,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080808030000,NULL,Health & Beauty,Makeup,Nail Art & Stickers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,080808050000,NULL,Health & Beauty,Makeup,Nail Polish Remover,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081001010000,NULL,Health & Beauty,Personal Care,Toothbrushes,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081001060000,NULL,Health & Beauty,Personal Care,Dental Flosses & Sticks,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081001070000,NULL,Health & Beauty,Personal Care,Oral Care Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081002020000,NULL,Health & Beauty,Personal Care,Contact Lens Care & Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081004000000,NULL,Health & Beauty,Personal Care,Deodorants,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081007000000,NULL,Health & Beauty,Personal Care,Personal Safety & Security,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081304000000,NULL,Health & Beauty,Medical Supplies,Pedometers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081305000000,NULL,Health & Beauty,Medical Supplies,First Aid Supplies,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081309000000,NULL,Health & Beauty,Medical Supplies,Health Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081310000000,NULL,Health & Beauty,Medical Supplies,Scale & Body Fat Analyzers,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,081311000000,NULL,Health & Beauty,Medical Supplies,Medical Tests,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,090101070000,NULL,Fashion,Women,Shoes Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,181005050000,NULL,Mother & Baby,Maternity Care,Maternity Swimwear,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,090114050000,NULL,Fashion,Women,Sleep & Loungewear,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,090201060000,NULL,Fashion,Men,Shoes Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,090204110000,NULL,Fashion,Men,Braces,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,090205070100,NULL,Fashion,Men,Briefs,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,090207060000,NULL,Fashion,Men,Cekak Musang,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091601070000,NULL,Fashion,Girls,Shoes Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091605010000,NULL,Fashion,Girls,Belts,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091606080000,NULL,Fashion,Girls,Socks & Tights,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091701030000,NULL,Fashion,Boys,Slip-Ons & Loafers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101002000000,NULL,Bags and Travel,Men Bags,Business Bags,170420,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091705020000,NULL,Fashion,Boys,Belts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091705030000,NULL,Fashion,Boys,Hats & Caps,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,091706080000,NULL,Fashion,Boys,Sleepwear,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101301010000,NULL,Bags and Travel,Travel,Suitcases,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101301020000,NULL,Bags and Travel,Travel,Luggage Sets,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101302010000,NULL,Bags and Travel,Travel,Luggage Carts,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101302040000,NULL,Bags and Travel,Travel,Passport Covers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101302080000,NULL,Bags and Travel,Travel,Travel adapters & Converters,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101302090100,NULL,Bags and Travel,Travel,Travel sets,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101302090300,NULL,Bags and Travel,Travel,Eye masks,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101201000000,NULL,Bags and Travel,Kids Bags,Bags,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101201000000,NULL,Bags and Travel,Kids Bags,Bags,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,101204000000,NULL,Bags and Travel,Kids Bags,Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110101070000,NULL,Sports & Outdoors,Exercise & Fitness,Straps,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110102010000,NULL,Sports & Outdoors,Exercise & Fitness,Chairs,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110104030000,NULL,Sports & Outdoors,Exercise & Fitness,Hand Strengtheners,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110104040000,NULL,Sports & Outdoors,Exercise & Fitness,Home Gyms,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110105050000,NULL,Sports & Outdoors,Exercise & Fitness,Exercise Bands,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110105110000,NULL,Sports & Outdoors,Exercise & Fitness,Jumping Trainers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110107020000,NULL,Sports & Outdoors,Exercise & Fitness,Weight Plates,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110107040000,NULL,Sports & Outdoors,Exercise & Fitness,Dumbbells,170420,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110201050000,NULL,Sports & Outdoors,Racket Sports,Training Equipment,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110201070000,NULL,Sports & Outdoors,Racket Sports,Court Equipment,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110203060000,NULL,Sports & Outdoors,Racket Sports,Grips & Tapes,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110301070000,NULL,Sports & Outdoors,Team Sports,Shin Guards,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110301080000,NULL,Sports & Outdoors,Team Sports,Goals & Nets,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110302040000,NULL,Sports & Outdoors,Team Sports,Basketball Hoops,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110302050000,NULL,Sports & Outdoors,Team Sports,Training Equipment,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110302060000,NULL,Sports & Outdoors,Team Sports,Protective Gear,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111604050000,NULL,Sports & Outdoors,Fan Shop,Accessories & Gifts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110304010000,NULL,Sports & Outdoors,Team Sports,Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110308050000,NULL,Sports & Outdoors,Team Sports,Training Equipment,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110308070000,NULL,Sports & Outdoors,Team Sports,Protective Gear,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110401090400,NULL,Sports & Outdoors,Outdoor Recreation,Backpack Covers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110401303000,NULL,Sports & Outdoors,Outdoor Recreation,Cookware & Utensils,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110401304000,NULL,Sports & Outdoors,Outdoor Recreation,Coolers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110401404000,NULL,Sports & Outdoors,Outdoor Recreation,Emergency Light Sticks,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110401800000,NULL,Sports & Outdoors,Outdoor Recreation,Survival kits,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402010200,NULL,Sports & Outdoors,Outdoor Recreation,BMX,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402010600,NULL,Sports & Outdoors,Outdoor Recreation,Mountain Bikes,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402011100,NULL,Sports & Outdoors,Outdoor Recreation,Kids Bikes,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402020400,NULL,Sports & Outdoors,Outdoor Recreation,Racks & Storage,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402021000,NULL,Sports & Outdoors,Outdoor Recreation,Lights & Reflectors,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402021600,NULL,Sports & Outdoors,Outdoor Recreation,Air Pumps,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402031000,NULL,Sports & Outdoors,Outdoor Recreation,Saddles,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402030600,NULL,Sports & Outdoors,Outdoor Recreation,Baskets,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402030800,NULL,Sports & Outdoors,Outdoor Recreation,Mirrors,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110404020000,NULL,Sports & Outdoors,Outdoor Recreation,"Ropes, Cords & Slings",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110404030000,NULL,Sports & Outdoors,Outdoor Recreation,Harnesses,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110404090000,NULL,Sports & Outdoors,Outdoor Recreation,Climbing Holds,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110405060000,NULL,Sports & Outdoors,Outdoor Recreation,Self Balancing Scooters,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110406020000,NULL,Sports & Outdoors,Outdoor Recreation,Skateboard Parts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110406040000,NULL,Sports & Outdoors,Outdoor Recreation,Ramps & Rails,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110407030000,NULL,Sports & Outdoors,Outdoor Recreation,Skates Parts,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110409110000,NULL,Sports & Outdoors,Outdoor Recreation,Fishing Tackles,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110409140000,NULL,Sports & Outdoors,Outdoor Recreation,Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410010300,NULL,Sports & Outdoors,Outdoor Recreation,Putters,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410010700,NULL,Sports & Outdoors,Outdoor Recreation,Chippers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410010800,NULL,Sports & Outdoors,Outdoor Recreation,Complete Sets,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410020000,NULL,Sports & Outdoors,Outdoor Recreation,Balls,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410030000,NULL,Sports & Outdoors,Outdoor Recreation,Bags & Covers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410050100,NULL,Sports & Outdoors,Outdoor Recreation,Golf Carts,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410050300,NULL,Sports & Outdoors,Outdoor Recreation,Ball markers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410070000,NULL,Sports & Outdoors,Outdoor Recreation,Training Equipment,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110701020300,NULL,Sports & Outdoors,Shoes & Clothing,T-Shirts & Tops,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110701020500,NULL,Sports & Outdoors,Shoes & Clothing,Jackets,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110701030400,NULL,Sports & Outdoors,Shoes & Clothing,Wristbands,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110701030500,NULL,Sports & Outdoors,Shoes & Clothing,Headbands,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110701030700,NULL,Sports & Outdoors,Shoes & Clothing,Socks,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110702030400,NULL,Sports & Outdoors,Shoes & Clothing,Wristbands,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110702030500,NULL,Sports & Outdoors,Shoes & Clothing,Headbands,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110703011100,NULL,Sports & Outdoors,Shoes & Clothing,Sports Sneakers,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110704040000,NULL,Sports & Outdoors,Shoes & Clothing,Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111103030000,NULL,Sports & Outdoors,Accessories,Cycling,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110410040000,NULL,Sports & Outdoors,Outdoor Recreation,GPS & Range finder,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110402060500,NULL,Sports & Outdoors,Outdoor Recreation,Face Mask,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110312030000,NULL,Sports & Outdoors,Team Sports,Poms & Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,110312040000,NULL,Sports & Outdoors,Team Sports,Banners & Suppliers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111401010000,NULL,Sports & Outdoors,Water Sports,Canoes & Kayaks,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111401050000,NULL,Sports & Outdoors,Water Sports,Racks & Storage,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111402010500,NULL,Sports & Outdoors,Water Sports,Diving Boots,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111403040400,NULL,Sports & Outdoors,Water Sports,Training Fins,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111403050000,NULL,Sports & Outdoors,Water Sports,Floaties,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111404040000,NULL,Sports & Outdoors,Water Sports,Surfboards,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,111501010000,NULL,Sports & Outdoors,"Boxing, Martial Arts & MMA",Boxing Gloves,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120125030000,NULL,Motors,Automotive,Cleaners and Kits,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120125020000,NULL,Motors,Automotive,Car Polishes & Waxes,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120126000000,NULL,Motors,Automotive,Interior Vehicle Care,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120102010000,NULL,Motors,Automotive,Covers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120102020000,NULL,Motors,Automotive,Deflectors & Shields,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124140100,NULL,Motors,Automotive,Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120103010000,NULL,Motors,Automotive,Air Fresheners,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120103160000,NULL,Motors,Automotive,Floor Mats & Cargo Liners,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120103210000,NULL,Motors,Automotive,Seat Covers & Accessories,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120104020000,NULL,Motors,Automotive,Deflectors & Shields,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120519020000,NULL,Motors,Motorcycle,Chest & Back Protectors,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120507000000,NULL,Motors,Motorcycle,Electric Bikes,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120125010000,NULL,Motors,Automotive,Paints & Primers,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124100100,NULL,Motors,Automotive,Air Filters,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124150100,NULL,Motors,Automotive,Air Suspension Kits,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124060100,NULL,Motors,Automotive,ABS,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124110100,NULL,Motors,Automotive,Catalytic Converters & Parts,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124140100,NULL,Motors,Automotive,Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120124150100,NULL,Motors,Automotive,Air Suspension Kits,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120111010000,NULL,Motors,Automotive,Diagnostic & Test Tools,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120111020000,NULL,Motors,Automotive,Engine Tools,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120111210100,NULL,Motors,Automotive,Barrel & Hand Pumps,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120111040000,NULL,Motors,Automotive,Hand Tools,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120123010000,NULL,Motors,Automotive,"Starters, Battery Chargers & Portable Power",68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120112120100,NULL,Motors,Automotive,Lug Wrenches,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120112120300,NULL,Motors,Automotive,Tire Gauges,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120112120500,NULL,Motors,Automotive,Tire Repair Tools,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120112140200,NULL,Motors,Automotive,Snow Chains,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120112130500,NULL,Motors,Automotive,Wheel Hubs & Bearings,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120128020000,NULL,Motors,Automotive,Speakers,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120128030000,NULL,Motors,Automotive,Subwoofers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120128050000,NULL,Motors,Automotive,Satellite Radio,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120128080000,NULL,Motors,Automotive,Digital Media Receivers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120129010000,NULL,Motors,Automotive,Car Headphones,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120129100000,NULL,Motors,Automotive,TV Tuners,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120130010000,NULL,Motors,Automotive,Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120130020000,NULL,Motors,Automotive,Alarm Systems & Accessories,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120130040000,NULL,Motors,Automotive,Remote Starters,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131010000,NULL,Motors,Automotive,Tracking and Monitoring Modules,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131050000,NULL,Motors,Automotive,Audio & Video Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131080000,NULL,Motors,Automotive,GPS System Accessories,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131100000,NULL,Motors,Automotive,Vehicle Audio & Video Installation,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131050000,NULL,Motors,Automotive,Audio & Video Accessories,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131050000,NULL,Motors,Automotive,Audio & Video Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131110000,NULL,Motors,Automotive,Other Electronic Gadgets,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131110000,NULL,Motors,Automotive,Other Electronic Gadgets,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120131110000,NULL,Motors,Automotive,Other Electronic Gadgets,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120501120000,NULL,Motors,Motorcycle,Wheels & Tires Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,120501120000,NULL,Motors,Motorcycle,Wheels & Tires Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130101070000,NULL,"Media, Music & Books",Books,Babies' Books,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130101330000,NULL,"Media, Music & Books",Books,Study Aids & Exam Preparations,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130408000000,NULL,"Media, Music & Books",Movies,Box Sets,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130702030000,NULL,"Media, Music & Books",Musical Instruments,Acoustic-Electric Guitars,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130702040000,NULL,"Media, Music & Books",Musical Instruments,Amps,51126,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130702060000,NULL,"Media, Music & Books",Musical Instruments,Guitar & Bass Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130702070000,NULL,"Media, Music & Books",Musical Instruments,Folk & World Strings,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130703020000,NULL,"Media, Music & Books",Musical Instruments,Acoustic Bass Guitars,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130704010000,NULL,"Media, Music & Books",Musical Instruments,Flute,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130706030000,NULL,"Media, Music & Books",Musical Instruments,Drum Accessories,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130706040000,NULL,"Media, Music & Books",Musical Instruments,Cymbals,119294,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130706050000,NULL,"Media, Music & Books",Musical Instruments,Folk & World Percussion,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130707020000,NULL,"Media, Music & Books",Musical Instruments,Digital Pianos,187462,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130707040000,NULL,"Media, Music & Books",Musical Instruments,MIDI Controllers,85210,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130708010000,NULL,"Media, Music & Books",Musical Instruments,DJ Equipment,187462,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130710050000,NULL,"Media, Music & Books",Musical Instruments,Woodwinds,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130710060000,NULL,"Media, Music & Books",Musical Instruments,Brass Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130710070000,NULL,"Media, Music & Books",Musical Instruments,Woodwind Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130710090000,NULL,"Media, Music & Books",Musical Instruments,Concert Percussion Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130710110000,NULL,"Media, Music & Books",Musical Instruments,Musical Fun for Kids,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130711010000,NULL,"Media, Music & Books",Musical Instruments,Guitar & Bass Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130711040000,NULL,"Media, Music & Books",Musical Instruments,Brass Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130711050000,NULL,"Media, Music & Books",Musical Instruments,Woodwind Accessories,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130711070000,NULL,"Media, Music & Books",Musical Instruments,Concert Percussion Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130711100000,NULL,"Media, Music & Books",Musical Instruments,General Accessories,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,130713000000,NULL,"Media, Music & Books",Musical Instruments,Others,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201090300,NULL,Watches Sunglasses Jewellery,Jewellery,Bracelets,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201090100,NULL,Watches Sunglasses Jewellery,Jewellery,Necklaces,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201090500,NULL,Watches Sunglasses Jewellery,Jewellery,Rings,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201090700,NULL,Watches Sunglasses Jewellery,Jewellery,Anklets,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201091200,NULL,Watches Sunglasses Jewellery,Jewellery,DIY accessories and others,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201091200,NULL,Watches Sunglasses Jewellery,Jewellery,DIY accessories and others,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201091100,NULL,Watches Sunglasses Jewellery,Jewellery,Jewellery storage,68168,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170201091200,NULL,Watches Sunglasses Jewellery,Jewellery,DIY accessories and others,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170202080400,NULL,Watches Sunglasses Jewellery,Jewellery,Earrings,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170203040000,NULL,Watches Sunglasses Jewellery,Jewellery,Fashion Jewellery,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170301040000,NULL,Watches Sunglasses Jewellery,Watches,Sports,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,170301050000,NULL,Watches Sunglasses Jewellery,Watches,Accessories,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180104050000,NULL,Mother & Baby,Feeding,Warmers & Sterilizers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180105040000,NULL,Mother & Baby,Feeding,Breast Pads & Nipple Shield,0,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180109010000,NULL,Mother & Baby,Feeding,Pillows & Covers,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180110010000,NULL,Mother & Baby,Feeding,Cups,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180110020000,NULL,Mother & Baby,Feeding,"Bowl, Fork & Spoon Sets",17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180110030000,NULL,Mother & Baby,Feeding,Food Storage,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180110040000,NULL,Mother & Baby,Feeding,Place Mats,34084,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180301030000,NULL,Mother & Baby,Diapering & Potty,Kits,102252,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180302010000,NULL,Mother & Baby,Diapering & Potty,Cloth Diapers,17042,1900-01-01 00:00:00,2017-11-04 23:59:59
NULL,180302020000,NULL,Mother & Baby,Diapering & Potty,Pins & Fasteners,0,1900-01-01 00:00:00,2017-11-04 23:59:59
